speaker,season,episode,scene,utterance,text
Judy Geller,10,4,3,62,Nighty-night!
Charlie Wheeler,10,5,2,1,Hey!
Charlie Wheeler,10,5,2,3,"So, you know... I have a little time. If you... if you want to..."
Charlie Wheeler,10,5,2,5,"Fine, it's fine... I'll just shower by myself..."
Charlie Wheeler,10,5,2,7,"Oh, Ross, you gave a B to a Pottery Barn catalogue."
Charlie Wheeler,10,5,2,15,Hi!
Charlie Wheeler,10,5,2,17,Nice to meet you.
Mike Hannigan,10,5,5,2,I know. This has been the best year... THIS HAS BEEN THE BEST YEAR OF MY LIFE!
Mike Hannigan,10,5,5,4,I FEEL THE SAME WAY!
Mike Hannigan,10,5,5,8,Really?
Mike Hannigan,10,5,5,10,Excuse me... .
Mike Hannigan,10,5,11,1,"Great game, huh?"
Mike Hannigan,10,5,11,3,Why do you keep looking at the screen?
Mike Hannigan,10,5,11,5,Going go to the bathroom.
Mike Hannigan,10,5,11,7,Why?
Mike Hannigan,10,5,13,2,"But please, let's just forget the whole thing."
Mike Hannigan,10,5,13,5,Where else would lame Mr. No Balls hide it?
Mike Hannigan,10,5,13,7,No! It's my fault. I keep trying to propose in these stupid ways and all I wanna do is tell you that I love you and I want to spend the rest of my life with you.
Mike Hannigan,10,5,13,8,I'm gonna do this now.
Mike Hannigan,10,5,13,10,"Phoebe, I..."
Mike Hannigan,10,5,13,12,Ready?
Mike Hannigan,10,5,13,14,"Phoebe, I love you. There's no-one else in the world I would ask to marry me... three times. But I wanna take care of you, have babies with you, and grow old with you... Phoebe Buffay, will you marry me?"
Mike Hannigan,10,5,13,16,I love you!
Mike Hannigan,10,5,13,18,Not possible! She's gonna be Mrs. No Balls.
Charlie Wheeler,10,6,3,2,Hey!
Charlie Wheeler,10,6,3,4,"Ah, well, unless it's the creepy guy with his hand up his kilt, I'm gonna say congratulations!"
Charlie Wheeler,10,6,3,6,"Wow, that's great! So, tell me about the grant!"
Charlie Wheeler,10,6,3,8,Wait. Are you talking about the Dewar grant?
Charlie Wheeler,10,6,3,10,Benjamin Hobart is administering that grant.
Charlie Wheeler,10,6,3,12,Yeah.
Charlie Wheeler,10,6,3,14,"No, no, we ended up in great terms. I mean, if anything, I think this could help you. You know what? Why don't we all go out to dinner together, and I can introduce you."
Charlie Wheeler,10,6,3,16,"Yes, absolutely. I'll call him."
Charlie Wheeler,10,6,3,18,Mmh... he does have a pretty serious latex fetish.
Charlie Wheeler,10,6,6,2,"Sorry, looks like it's just him."
Charlie Wheeler,10,6,6,6,Me too.
Charlie Wheeler,10,6,6,8,I'm sorry... Ross Geller... Benjamin Hobart.
Charlie Wheeler,10,6,6,11,Shall we? .
Charlie Wheeler,10,6,6,13,"Oh my God, I completely forgot! Oh my God! I can't believe they let us back in this place! ."
Charlie Wheeler,10,6,6,16,"Ross, why don't you tell Benji about your proposal, while I go to the ladies room?"
Charlie Wheeler,10,6,16,2,Did you get the grant?
Charlie Wheeler,10,6,16,4,What?
Charlie Wheeler,10,6,16,6,"Benji isn't in love with me. I mean, he broke up with me. And besides, he's a very ethical man."
Charlie Wheeler,10,6,16,8,"I'm sure he was just joking, Ross."
Charlie Wheeler,10,6,16,10,Seriously?
Charlie Wheeler,10,6,16,12,"Well, if it's like the lake Mbosco in Congo, then M-B-O..."
Charlie Wheeler,10,6,17,5,Benji?
Charlie Wheeler,10,6,17,8,I can't believe this.
Charlie Wheeler,10,6,17,11,Yes!
Charlie Wheeler,10,6,17,13,"I don't know what to say, Benji. This is all so.... romantic."
Charlie Wheeler,10,6,17,16,Maybe...
Charlie Wheeler,10,6,17,18,"Oh God! I am so sorry, but... I mean it's... there's so much history between us, you know..."
Charlie Wheeler,10,6,17,21,I love you too!
Mike Hannigan,10,7,1,5,"Oh, figuring out our wedding plans."
Mike Hannigan,10,7,1,13,I heard that weddings are like a 40 billion dollar a year industry.
Mike Hannigan,10,7,1,16,Are you serious?
Mike Hannigan,10,7,1,18,I think it would make me wanna marry you even more.
Mike Hannigan,10,7,3,7,Completely anonymous. From two kind strangers.
Mike Hannigan,10,7,3,10,Not necessary.
Mike Hannigan,10,7,3,12,"And ""X"" is spelled uhm... ""Mike Hannigan""."
Mike Hannigan,10,7,3,15,It does. It feels really good!
Mike Hannigan,10,7,7,1,We're seriously asking for our money back?
Mike Hannigan,10,7,7,5,"Oh my God, I love your shirt!"
Mike Hannigan,10,7,7,10,Yeah! This feels really good.
Mike Hannigan,10,7,7,14,She could have been talking about either one of us.
Mike Hannigan,10,7,11,1,"You never told me about that guy on your sweet sixteen. Oh, ugh. I'm sorry about that."
Mike Hannigan,10,7,11,3,"Well, hey, at least you're getting a proper wedding. I mean, you really deserve that."
Mike Hannigan,10,7,11,5,"No! No, no. I see where this is going. Don't make me go back there."
Mike Hannigan,10,7,11,7,"Alright, fine. We'll give the money back."
Mike Hannigan,10,7,12,3,"No, no, we're here to give the money back."
Mike Hannigan,10,7,12,7,"Ok, look! Enough! Alright? I'm stepping in. I'm putting my foot down! As your future husband I'm going to make this decision for us. Now... what do you think we should do?"
Mike Hannigan,10,7,12,9,What?
Mike Hannigan,10,7,12,15,"Well, I mean... It sounds good to me. And that way we can save up, come back in a few years and make an even bigger donation."
Mike Hannigan,10,12,3,8,Thanks for coming you guys.
Mike Hannigan,10,12,3,10,Is that why your hand is pressed against my crotch?
Mike Hannigan,10,12,3,12,Yeah.
Mike Hannigan,10,12,3,49,"Hey guys, how is it going?"
Mike Hannigan,10,12,3,51,"Yeah look, about tomorrow, I... I've got a question for ya. I just found out that one of my groomsmen had had an emergency and can't make it."
Mike Hannigan,10,12,3,54,"...and I was wondering if... you know, maybe one of you guys..."
Mike Hannigan,10,12,3,57,You both wanna do it? Uhm... there's only room for one.
Mike Hannigan,10,12,3,60,"You know, I really don't feel very comfortable making this decision. You know, Phoebe knows you better, I'm gonna let her choose."
Mike Hannigan,10,12,4,2,"Yeah, yeah. Hey, thanks for doing that."
Mike Hannigan,10,12,4,4,I intend to marry her.
Mike Hannigan,10,12,4,6,No more so than acting.
Mike Hannigan,10,12,4,8,"You're right. She probably will support me. Hey, unless we move in with you, dad?"
Mike Hannigan,10,12,4,22,Do I have a minute to go to the bathroom?
Mike Hannigan,10,12,4,24,Is that what you say to Chandler?
Mike Hannigan,10,12,6,3,Hey.
Mike Hannigan,10,12,6,5,Orchids?
Mike Hannigan,10,12,6,8,Joseph.
Mike Hannigan,10,12,6,10,This is... great...
Mike Hannigan,10,12,6,12,Are you rehearsing for some really bad mafia movie?
Mike Hannigan,10,12,6,14,"Joey, I kinda have a lot to do today, what do you want?"
Mike Hannigan,10,12,6,16,"Joe, I love Phoebe. She's the single most important thing in my life. I'd die before I let anything happen to her."
Mike Hannigan,10,12,6,18,That must have been one lousy movie.
Mike Hannigan,10,12,8,3,"Yes. Yeah and thanks for all the wedding night advice. That didn't make me uncomfortable at all! Alright, so I'll see everybody tonight?"
Mike Hannigan,10,12,8,6,"Uhm, did you guys know that there is a giant ice sculpture in the hall?"
Mike Hannigan,10,12,9,18,"Hey, I forgot my scarf."
Mike Hannigan,10,12,9,20,"Oh, you haven't picked yet. Oh good, 'cause I had an idea. I thought it would be fun if the third groomsman was my family dog. Chappy."
Mike Hannigan,10,12,10,11,I think I wanna get married to you today.
Mike Hannigan,10,12,11,3,"Hey! You made it. Great! Chappy! Hi! Hi! Mom, I know getting married in the street isn't something you approve of..."
Mike Hannigan,10,12,11,6,"You know, Chappy's too small to handle all this snow. Someone's gonna have to walk him down the aisle."
Mike Hannigan,10,12,11,8,I guess.
Mike Hannigan,10,12,11,14,"Oh, no!"
Mike Hannigan,10,12,11,50,My God! Aren't you freezing?
Mike Hannigan,10,12,11,55,"Phoebe you're so beautiful. You're so kind, you're so generous. You're so wonderfully weird. Every day with you is an adventure, and I can't believe how lucky I am, and I can't wait to share my life with you forever."
Mike Hannigan,10,12,11,57,I love you too.
Mike Hannigan,10,12,11,64,I do.
Mike Hannigan,10,14,1,1,Thank you guys for having us over.
Mike Hannigan,10,14,2,8,Here you go.
Mike Hannigan,10,14,2,10,"Oh, it's just... It's up to you. It's your name. You've got to live with it."
Mike Hannigan,10,14,2,28,You're a strange kind of grown-up.
Mike Hannigan,10,14,2,30,Woo-wo-hey-hey-hey... Can we not talk about that right now?
Mike Hannigan,10,14,7,1,Hey.
Mike Hannigan,10,14,7,3,Ah! I missed you.
Mike Hannigan,10,14,7,5,"So, what's new?"
Mike Hannigan,10,14,7,7,That's great! You changed you name?
Mike Hannigan,10,14,7,9,You're kidding right?
Mike Hannigan,10,14,7,11,You really did that?
Mike Hannigan,10,14,7,13,"Yeah, but you can't do that."
Mike Hannigan,10,14,7,15,"Alright, then I'm gonna change my name."
Mike Hannigan,10,14,7,17,Crap Bag.
Mike Hannigan,10,14,7,19,"No, no Mike, just Crap Bag. First name Crap, last name Bag."
Mike Hannigan,10,14,7,21,"Yeah, I'm serious. It's fun, it's different and no-one else has a name like that!"
Mike Hannigan,10,14,7,23,"I do love it, and I love your name. I love Princess Consuela."
Mike Hannigan,10,14,11,1,"After you, miss Banana Hammock."
Mike Hannigan,10,14,11,5,Oh! Why don't you introduce me?
Mike Hannigan,10,14,11,9,Why don't you tell her my name?
Mike Hannigan,10,14,11,12,"If you need an easy way to remember it, just think of a bag of crap."
Mike Hannigan,10,14,11,15,Only if you'll be Phoebe Buffay.
Mike Hannigan,10,14,11,17,Really?
Mike Hannigan,10,14,11,19,Do you even know what a banana hammock is?
Mike Hannigan,10,14,11,21,It's a Speedo.
Janice Litman Goralnik,10,15,6,11,Oh my God! .
Janice Litman Goralnik,10,15,8,1,What a small world!
Janice Litman Goralnik,10,15,8,4,"Oh, we go way back. Before Monica made an honest man out of him, Chandler used to be my little love muffin! . So? Are you guys thinking of getting this house too? Ooh! Are we gonna have a bidding war? I'd better warn you, I'm a toughie."
Janice Litman Goralnik,10,15,8,9,"Ooh, that decides it then. I was on the fence. But knowing that you two would be our neighbors? Ah! now we have to get it! Ellen, we're going to talk numbers."
Janice Litman Goralnik,10,15,11,1,"Well... I just talked to Sid, we are definitely putting in an offer on the house... a-a-and I'll bet we get it."
Janice Litman Goralnik,10,15,11,3,"All right, I got to run. Tell Monica I say goodbye. And... I'll see you later, neighbor."
Janice Litman Goralnik,10,15,11,5,"Oh, me too..."
Janice Litman Goralnik,10,15,11,7,Huh?
Janice Litman Goralnik,10,15,11,9,Oh... my...
Janice Litman Goralnik,10,15,11,11,"Chandler, what are you talking about?"
Janice Litman Goralnik,10,15,11,13,"I don't know what to say... I mean, you know, obviously we have this... heat between us."
Janice Litman Goralnik,10,15,11,15,"But I love my husband. And I know you love your wife. Now, I don't think we should get this house now."
Janice Litman Goralnik,10,15,11,17,"Chandler, one of us has got to be strong."
Janice Litman Goralnik,10,15,11,19,"Although, maybe just... one last moment of weakness... Goodbye Chandler Bing."
Mike Hannigan,10,17,9,18,Hey!
Mike Hannigan,10,17,9,20,"Oh, I made a little something. If I had more time to work on it, it'd be better, but.."
Mike Hannigan,10,17,9,49,I want one.
Mike Hannigan,10,17,9,51,Seriously. Wanna make one of those?
Mike Hannigan,10,17,9,53,Really?
