speaker,emotion,season,episode,scene,utterance,text
Phoebe Buffay,Mad,2,4,8,10,"I, I don't, I don't understand, how can you be straight? I mean, you're, you're so smart and funny and you throw such great Academy Award parties."
Duncan,Peaceful,2,4,8,11,"I know, that's what I kept telling myself but you just reach a point where you can't live a lie anymore."
Phoebe Buffay,Peaceful,2,4,8,12,So how long have you known?
Duncan,Neutral,2,4,8,13,"Well I guess on some level I always knew I was straight. I though I was supposed to be something else, you know, I'm an ice dancer, all my friends are gay, I was just tryin' to fit in."
Phoebe Buffay,Neutral,2,4,8,14,"And um, and there's actually a, a woman?"
Duncan,Powerful,2,4,8,15,Her name's Debra.
Phoebe Buffay,Scared,2,4,8,16,"Oh. Well is she, is she the first that you've been with?"
Duncan,Scared,2,4,8,17,"Well, I've never told you this but, there were one or two times, back in college, when I'd get really drunk, go to a straight bar and wake up with a woman next to me. But I, I, I told myself it was the liquor and e-everyone experiments in college."
Phoebe Buffay,Scared,2,4,8,18,Sure.
Duncan,Powerful,2,4,8,19,"But now I know I don't have a choice about this, I was born this way."
Phoebe Buffay,Scared,2,4,8,20,"I, I don't know what to say. I mean, you know, you're married to someone for six years and you think you know him and then one day says, 'Oh, I'm not gay.'"
Duncan,Powerful,2,4,8,21,"I'm, I'm still me."
Phoebe Buffay,Mad,2,4,8,22,Why couldn't you have just figured this out six years ago?
Monica Geller,Scared,2,4,9,2,"You know, it still smells like monkey in there."
Julie,Neutral,2,4,9,3,That saves us a conversation.
Chandler Bing,Neutral,2,4,9,4,"Well, listen, this has been great but I'm officially wiped."
Joey Tribbiani,Neutral,2,4,9,5,"Me too, we should get goin'."
Rachel Green,Scared,2,4,9,6,"No, no, I mean, no, c'mon you guys, I mean, c'mon look it's only eleven thirty. Let's just talk, we never just hang out and talk anymore."
Monica Geller,Neutral,2,4,9,7,"Rachel, that's all we do."
Rachel Green,Powerful,2,4,9,8,"Maybe that's all we do, what about Julie?"
Julie,Scared,2,4,9,9,What about Julie?
Rachel Green,Scared,2,4,9,10,"Well, you have been in our lives for nearly two months now and we don't really know you. I mean, who is Julie? I mean, what do you like, what don't you like? We wanna hear everything."
Julie,Joyful,2,4,9,11,"Well, that could take a while."
Rachel Green,Scared,2,4,9,12,"So. I mean, who here does not have the time to get to know Julie?"
Chandler Bing,Joyful,2,4,9,13,I got the time to get to know Julie.
Joey Tribbiani,Joyful,2,4,9,14,I got time.
Monica Geller,Joyful,2,4,9,15,"Rach, I know her pretty well, can I go? That's fine."
Rachel Green,Joyful,2,4,9,16,"OK Julie, so now let's start with your childhood, what was that like?"
Julie,Neutral,2,4,9,17,"Well, in a nutshell. . ."
Rachel Green,Scared,2,4,9,18,"Nah, uh, uh, uh, uh."
Phoebe Buffay,Neutral,2,4,10,2,"So, um, have you told your parents?"
Duncan,Peaceful,2,4,10,3,"No, but it'll be OK, they're pretty cool, my brother's straight so. . ."
Phoebe Buffay,Scared,2,4,10,4,"Here you go. You know what, I just have one more question, um, if you had figured this out sooner and um, I had been around, do you think that I would have been the one who. . . no, um, I'm sorry, don't tell me, I don't th ink either answer would make me feel better."
Duncan,Joyful,2,4,10,5,I love you Phoebe.
Phoebe Buffay,Neutral,2,4,10,6,So your brother's straigh huh? Seriously.
Ross Geller,Sad,2,5,1,2,"Man, I sure miss Julie."
Chandler Bing,Joyful,2,5,1,3,"Spanish midgets. Spanish midgets wrestling. Julie. Ok, yes, I see how you got there."
Ross Geller,Neutral,2,5,1,4,You ever figure out what that thing's for?
Chandler Bing,Neutral,2,5,1,5,"No, see, I'm trying this new screening thing. You know, I figure if I'm always answering the phone, people'll think I don't have a life. My god, Rodrigo never gets pinned."
Joey Tribbiani,Neutral,2,5,1,6,"Here comes the beep, you know what to do."
Jade,Peaceful,2,5,1,7,"Hello, I'm looking for Bob. This is Jane. I don't know if you're still at this number, but I was just thinking about us, and how great it was, and, well, I know it's been three years, but, I was kinda hoping we could hook up again. I barely had t he nerve to make this call, so you know what I did?"
Chandler Bing,Joyful,2,5,1,8,What?
Jade,Joyful,2,5,1,9,I got a little drunk...and naked.
Chandler Bing,Neutral,2,5,1,10,Bob here.
Chandler Bing,Neutral,2,5,1,11,What've you been up to?
Jade,Joyful,2,5,1,12,"Oh, you know, the usual, teaching aerobics, partying way too much. Oh, and in case you were wondering, those are my legs on the new James Bond poster."
Chandler Bing,Joyful,2,5,1,13,Can you hold on a moment? I have another call. I love her.
Ross Geller,Neutral,2,5,1,14,I know.
Chandler Bing,Neutral,2,5,1,15,I'm back.
Jade,Peaceful,2,5,1,16,"So, are we gonna get together or what?"
Chandler Bing,Joyful,2,5,1,17,"Um, absolutely. Uh, how 'bout tomorrow afternoon? Do you know uh, Central Perk in the Village, say, five-ish?"
Jade,Joyful,2,5,1,18,"Great, I'll see you then."
Chandler Bing,Neutral,2,5,1,19,Ok. Ok. Having a phone has finally paid off.
Ross Geller,Neutral,2,5,1,20,"Even though you do do a good Bob impression, I'm thinkin' when she sees you tomorow, she's probably gonna realize, ""hey, you're not Bob."""
Chandler Bing,Joyful,2,5,1,21,"I'm hoping that when Bob doesn't show up, she will seek comfort in the open arms of the wry stranger at the next table."
Ross Geller,Joyful,2,5,1,22,Oh my god. You are pure evil.
Chandler Bing,Joyful,2,5,1,23,"Ok, pure evil, horny and alone. I've done this."
Monica Geller,Sad,2,5,5,2,You know what? I'm not gonna be able to enjoy this.
Ross Geller,Sad,2,5,5,3,"Yeah, I know, it's my birthday. We all should be here."
Chandler Bing,Neutral,2,5,5,4,"So, let's go."
Ross Geller,Sad,2,5,5,5,"Well maybe, you know, maybe we should stay for one song."
Chandler Bing,Sad,2,5,5,6,"Yeah, I mean, it would be rude to them for us to leave now."
Monica Geller,Neutral,2,5,5,7,"You know, the guys are probably having a great time."
Joey Tribbiani,Peaceful,2,5,6,2,"Come on you guys, one more time."
Phoebe Buffay,Neutral,2,5,6,3,Ok. One.
Joey Tribbiani,Scared,2,5,6,4,Nooo.
Monica Geller,Joyful,2,5,6,5,That was amazing!
Ross Geller,Joyful,2,5,6,6,"Excellent, that was excellent."
Chandler Bing,Sad,2,5,6,7,I can't believe the guys missed this.
Ross Geller,Neutral,2,5,6,8,"What guys? Oh, yeah."
Steven Fisher,Neutral,2,5,6,9,"Excuse me, you're Monica Geller aren't you?"
Monica Geller,Neutral,2,5,6,10,Do I know you?
Steven Fisher,Neutral,2,5,6,11,You used to be my babysitter.
Monica Geller,Joyful,2,5,6,12,"Oh my god, little Stevie Fisher? How've you been?"
Steven Fisher,Joyful,2,5,6,13,"Good, good, I'm a lawyer now."
Monica Geller,Sad,2,5,6,14,You can't be a lawyer. You're eight.
Steven Fisher,Joyful,2,5,6,15,"Listen, it was nice to see you. I gotta run backstage."
Monica Geller,Neutral,2,5,6,16,"Uh, wait, backstage?"
Steven Fisher,Neutral,2,5,6,17,"Oh, yeah, my firm represents the band."
Ross Geller,Neutral,2,5,6,18,Ross.
Chandler Bing,Neutral,2,5,6,19,Chandler.
Steven Fisher,Joyful,2,5,6,20,"How are you? Look, you guys wanna meet the group? Come on. So, are you one of the ones who fooled around with my dad?"
Phoebe Buffay,Joyful,2,6,2,2,"Hey Rach, wanna hear the new song I'm thinkin' of singing this afternoon? I wrote it this morning in the shower."
Rachel Green,Peaceful,2,6,2,3,Ok.
Phoebe Buffay,Peaceful,2,6,2,4,"I'm in the shower and I'm writing a song. Stop me if you've heard it. My skin is soapy, and my hair is wet, and Tegrin spelled backward is Nirget."
Terry,Neutral,2,6,2,5,"Uh, Rachel, sweetheart, could I see ya for a minute?"
Rachel Green,Powerful,2,6,2,6,What's up?
Terry,Neutral,2,6,2,7,F.Y.I.. I've decided to pay a professional musician to play in here on Sunday afternoons. Her name is Stephanie... something. She's supposed to be very good.
Rachel Green,Mad,2,6,2,8,But what about Phoebe?
Terry,Neutral,2,6,2,9,"Rachel, it's not that your friend is bad, it's that she's so bad, she makes me want to put my finger through my eye into my brain and swirl it around."
Rachel Green,Mad,2,6,2,10,"Ok, ok, so you're not a fan, but I mean, come on, you cannot do this to her."
Terry,Scared,2,6,2,11,Uh--
Rachel Green,Mad,2,6,2,12,"Oh, no no no no. Oh no no no no. I have to do this to her?"
Phoebe Buffay,Joyful,2,6,2,13,"Lather, rinse, repeat, and lather, rinse, repeat, and lather, rinse, repeat, as needed."
Chandler Bing,Scared,2,6,3,2,"You know, I don't think we brought enough stuff. Did you forget to pack the baby's anvil?"
Joey Tribbiani,Joyful,2,6,3,3,"It's gonna be worth it. It's a known fact that women love babies, all righ? Women love guys who love babies. It's that whole sensitive thing. Quick, aim him at that pack o' babes over there. Maybe one of them will break away. No, no wait, for get them, we got one, hard left. All right, gimme the baby."
Chandler Bing,Neutral,2,6,3,4,"No, I got him."
Joey Tribbiani,Scared,2,6,3,5,"No, seriously."
Chandler Bing,Scared,2,6,3,6,"Oh, seriously you want him?"
Caroline,Neutral,2,6,3,7,Hello.
Caroline,Joyful,2,6,3,9,And who is this little cutie pie?
Chandler Bing,Scared,2,6,3,10,"Well, don't, don't think me immodest, but, me?"
Joey Tribbiani,Joyful,2,6,3,11,You wanna smell him?
Caroline,Peaceful,2,6,3,12,I assume we're talking about the baby now.
Joey Tribbiani,Joyful,2,6,3,13,"Oh, yeah. He's got that great baby smell. Get a whiff of his head."
Caroline,Joyful,2,6,3,14,I think my uterus just skipped a beat.
Joey Tribbiani,Joyful,2,6,3,15,What'd I tell you? What'd I tell you?
Caroline,Joyful,2,6,3,16,I think it's great you guys are doing this.
Chandler Bing,Powerful,2,6,3,17,"Well, we are great guys."
Caroline,Peaceful,2,6,3,18,"You know, my brother and his boyfriend have been trying to adopt for three years. What agency did you two go through?"
Rachel Green,Neutral,2,6,5,2,Hey.
Phoebe Buffay,Neutral,2,6,5,3,"Oh, hi."
Rachel Green,Peaceful,2,6,5,4,Here. I thought you might be cold.
Phoebe Buffay,Joyful,2,6,5,5,Thank you.
Rachel Green,Powerful,2,6,5,6,"Whoa, look at you, you did pretty well."
Phoebe Buffay,Sad,2,6,5,7,"Eight dollars and 27 cents. But not really, 'cause I put in the first two, just to, you know, get the ball rolling, and to make myself feel better."
Rachel Green,Neutral,2,6,5,8,Do you?
Phoebe Buffay,Sad,2,6,5,9,"No. This whole like playing-for-money thing is so not good for me. You know, I don't know, when I sang ""Su-Su-Suicide"", I got a dollar seventy-five. But then, ""Smelly Cat"", I got 25 cents and a condom. So you know, now I just feel really bad for Smelly Cat."
Rachel Green,Neutral,2,6,5,10,"Well, you know, honey, I don't think everybody gets Smelly Cat. You know, I mean, if all you've ever actually had are healthy pets, then, whoosh!"
Phoebe Buffay,Sad,2,6,5,11,"It's not even that. I used to do my songs because it made me happy, but now it's like, it's just all about the money."
Rachel Green,Neutral,2,6,5,12,"Well, people missed you in there. And in fact, there was actually a request for ""Smelly Cat""."
Phoebe Buffay,Scared,2,6,5,13,Really? From who?
Rachel Green,Peaceful,2,6,5,14,"Well, from me. And I know it's not your big money song, but it's my favorite."
Kid,Scared,2,6,5,15,"Hi. Uh, did I accidentally drop a condom in your case? It's kind of an emergency."
Phoebe Buffay,Neutral,2,6,5,16,Yeah. Here you go.
Kid,Joyful,2,6,5,17,"Thanks a lot. Hey Christine, I got it!"
Chandler Bing,Sad,2,7,1,2,"OK, what is it about me? Do I not look fun enough? Is there something. . . repellant. . . about me?"
Rachel Green,Neutral,2,7,1,3,"So, how was the party?"
Chandler Bing,Sad,2,7,1,4,"Well it couldn't have been worse. A woman literally passed through me. OK, so what is it, am I hideously unattractive?"
Phoebe Buffay,Neutral,2,7,1,5,"No, you are not, you are very attractive. You know what, I go through the exact same thing. Every time I put on a little weight, I start questioning everyting."
Chandler Bing,Scared,2,7,1,6,"Woah, woah, I've put on a little weight?"
Phoebe Buffay,Neutral,2,7,1,7,"No, not wieght... y'know, more like insulation."
Monica Geller,Powerful,2,7,1,8,"Chandler, I'm unemployed and in dire need of a project. Ya wanna work out? I can remake you."
Chandler Bing,Sad,2,7,1,9,"Oh, you know, I would, but that might get in the way of my lying around time."
Monica Geller,Neutral,2,7,1,10,Please.
#ALL#,Neutral,2,7,1,11,C'mon. Let her. Yeah.
Chandler Bing,Scared,2,7,1,12,"Alright, OK, alright. But if we put on spandex and my boobs are bigger than yours, I'm goin' home."
Phoebe Buffay,Joyful,2,7,1,13,"Your boobs are fine. Look, I never should have said anything. Come here. Come here. Oh, can't make.... hands... meet...."
Michael,Scared,2,7,5,2,"I don't know if Monica told you but this is the first date I've gone on since my divorce so, if I seem a little nervous, I am."
Rachel Green,Scared,2,7,5,3,How long do cats live?
Michael,Neutral,2,7,5,4,I'm sorry?
Rachel Green,Neutral,2,7,5,5,"Cats, how long do they live figuring you don't... y'know, throw 'em under a bus or something?"
Michael,Neutral,2,7,5,6,"Um, maybe 15, 16 years."
Rachel Green,Mad,2,7,5,7,That's just great.
Michael,Joyful,2,7,5,8,"Um, cheers."
Rachel Green,Neutral,2,7,5,9,"Oh, right, clink."
Michael,Sad,2,7,5,10,"Monica told you I was cuter that this, didn't she?"
Rachel Green,Sad,2,7,5,11,"Oh, no, Michael, it's not you. I'm sorry, it's just, it's this thing. It's probably not as bad as it sounds but this friend of mine is, is getting a cat with his girlfriend."
Michael,Neutral,2,7,5,12,"Oh, that does sound. . .Ahh."
Rachel Green,Neutral,2,7,5,13,I mean he just started going out with her.
Michael,Neutral,2,7,5,14,"Is this guy, uhh, an old boyfriend?"
Rachel Green,Neutral,2,7,5,15,"Ah, hah-hah-hah-ho, yeah, he wishes. Oh, I'm sorry, look at me. OK, Michael, let's talk about you."
Michael,Neutral,2,7,5,16,Alright.
Rachel Green,Neutral,2,7,5,17,"OK, OK. So, you ever get a pet with a girlfriend?"
Phoebe Buffay,Neutral,2,7,6,2,"So, I figured it out."
Joey Tribbiani,Scared,2,7,6,3,What?
Phoebe Buffay,Sad,2,7,6,4,Why Scott doesn't want to sleep with me. It's 'cause I'm not sexy enough.
Joey Tribbiani,Powerful,2,7,6,5,"Phoebe, that's crazy. When I first met you, you know what I said to Chandler? I said, ""Excellent butt, great rack."""
Phoebe Buffay,Joyful,2,7,6,6,"Really? That's so sweet. I mean, I'm officially offended but, sweet."
Joey Tribbiani,Powerful,2,7,6,7,"Phoebs look, if you want to know what the deal is, you're just gonna have to ask him."
Phoebe Buffay,Joyful,2,7,6,8,"You're right, you're right. Ah, you are so yumm."
Rachel Green,Peaceful,2,7,7,2,"I mean, it's a cat, y'know, it's a cat. Why can't they get one of those bugs, y'know, one of those fruitflies, those things that live for like a day or something? What're they called, what're they called, what're they called?"
Michael,Neutral,2,7,7,3,Fruitflies?
Rachel Green,Joyful,2,7,7,4,Yes! Thank you.
Waiter,Neutral,2,7,7,5,"So, would you like any dessert?"
Michael,Peaceful,2,7,7,6,"No! No dessert, just a check, please."
Rachel Green,Sad,2,7,7,7,"Oh, you're not having fun, are you?"
Michael,Sad,2,7,7,8,"No, no, I am, but only because for the last hour and a half I've been playing the movie Diner in my head."
Rachel Green,Sad,2,7,7,9,"Oh, look at me, look at me. Oh, I'm on a date with a really great guy, all I can think about is Ross and his cat and his... Julie. I just want to get over him. gosh, why can't I do that?"
Michael,Sad,2,7,7,10,"Oy. Look, I've been through a divorce, trust me you're gonna be fine. You just can't see it now because you haven't had any closure."
Rachel Green,Joyful,2,7,7,11,"Yeah! Closure. That's what it is, that's what I need. God, you're brilliant! Why didn't I think of that? How do I get that?"
Michael,Neutral,2,7,7,12,"Well, you know, there's no one way really, it's just, you know, whatever it takes so that you can finally say to him, ""I'm over you."""
Rachel Green,Powerful,2,7,7,13,"Closure, that's what it is. Closure. Hello, excuse me. Excuse me, hel. . . woo"
Guy,Neutral,2,7,7,14,Hang on.
Rachel Green,Neutral,2,7,7,15,"Hello, excuse me."
Guy,Scared,2,7,7,16,What.
Rachel Green,Powerful,2,7,7,17,"Hi, I'm sorry, I need to borrow your phone for just one minute."
Guy,Mad,2,7,7,18,I'm talkin'!
Rachel Green,Neutral,2,7,7,19,"I can see that. I... just one phone call, I'll be very quick, I'll even pay for it myself. OK, you're bein' a little weird about your phone."
Guy,Neutral,2,7,7,20,"Alright, fine. I'll call you back."
Rachel Green,Peaceful,2,7,7,21,Thank you. OK. Machine. Just waiting for the beep.
Michael,Neutral,2,7,7,22,Good.
Rachel Green,Mad,2,7,7,23,"Ross, hi, it's Rachel. I'm just calling to say that um, everything's fine and I'm really happy for you and your cat who, by the way, I think you should name Michael. And, you know, ya see there I'm thinking of names so obviously, I am over you. I am over you and that, my friend, is what they call closure."
Chandler Bing,Mad,2,7,8,2,"No, no, no, no, no, no No. Monica, it's Sunday morning. I'm not running on a Sunday."
Monica Geller,Neutral,2,7,8,3,Why not?
Chandler Bing,Powerful,2,7,8,4,Because it's Sunday. It's God's day.
Monica Geller,Neutral,2,7,8,5,"OK, if you say stop, then we stop."
